Horse_id,Date,Pos,Ran,BHA,Type,Course,Distance,Going,Class,Starting Price
0076540, 07/08/08, 3,7, -, FLAT, Sandown Park, 0m 5f 6y, Good (Good to Soft in places on the Sprint Course, Round Course, Good to Soft, Good in places), 4, 11/10
0076540, 21/07/08, 2,16, -, FLAT, Windsor, 0m 6f 0y, Good to Firm, 4, 25/1
0076647, 26/10/09, 13,14, 48, FLAT, Kempton Park, 0m 7f 0y, Standard, 6, 66/1
0076647, 12/09/09, 7,10, 50, FLAT, Wolverhampton, 0m 5f 20y, Standard, 6, 16/1
0076647, 19/08/09, 6,9, 53, FLAT, Hamilton Park, 0m 6f 5y, Soft, Good to Soft in places, 6, 14/1
0076647, 08/08/09, 4,6, 55, FLAT, Ayr, 0m 5f 0y, Good to Firm, Good in places, 6, 11/1
0076647, 26/07/09, 6,8, 58, FLAT, Carlisle, 0m 5f 0y, Good, Good to Soft in places, 5, 18/1
0076647, 05/07/09, 5,11, 59, FLAT, Ayr, 0m 6f 0y, Good, Good to Firm in places, 6, 20/1
0076647, 06/06/09, 4,8, -, FLAT, Doncaster, 0m 5f 0y, Good to Soft, Soft in places, 4, 33/1
0076647, 08/05/09, 12,12, -, FLAT, Chester, 0m 7f 0y, Good to Firm, 4, 16/1
0076647, 04/04/09, 5,6, -, FLAT, Lingfield Park, 0m 6f 0y, Standard, 5, 12/1
0076627, 18/06/09,-,-, -, HURDLE, Ffos Las, 2m 0f 0y, Good, Good to Firm in places, 4, 7/1
0076627, 31/05/09, 15,16, -, HURDLE, Stratford, 2m 0f 110y, Good, Good to Firm in places, 3, 15/2
0076627, 14/02/09, 3,5, 80, FLAT, Lingfield Park, 1m 0f 0y, Standard, 6, 5/6
0076627, 21/01/09, 1,9, 79, FLAT, Kempton Park, 1m 0f 0y, Standard, 6, 5/6
0076627, 12/01/09, 1,7, 79, FLAT, Wolverhampton, 1m 1f 0y, Standard, 6, 11/10
0076627, 26/12/08, 2,8, 79, FLAT, Wolverhampton, 1m 0f 141y, Standard, 4, 10/3
0076627, 10/12/08, 6,10, 79, FLAT, Kempton Park, 1m 0f 0y, Standard, 4, 9/1
0076627, 12/11/08, 1,9, -, FLAT, Wolverhampton, 0m 7f 0y, Standard, 6, 14/1
0076627, 13/10/08, 7,12, -, FLAT, Windsor, 0m 6f 0y, Good, 5, 16/1
0076627, 01/09/08, 9,11, -, FLAT, Lingfield Park, 0m 7f 0y, Good (AW Standard), 5, 12/1
0076628, 21/12/10, 12,12, 56, FLAT, Southwell, 1m 4f 0y, Standard/Slow, 6, 33/1
0076628, 10/12/10, 8,11, 60, FLAT, Wolverhampton, 1m 1f 103y, Standard, 6, 12/1
0076628, 07/12/10,-,-, 103, JUMP, Sedgefield, -, -, 4, 6/1
0076628, 15/11/10, 5,9, 104, HURDLE, Leicester, 2m 0f 0y, Soft, 5, 85/40
0076628, 02/11/10, 6,12, 64, FLAT, Catterick, 1m 3f 214y, Soft, 5, 33/1
0076628, 08/05/10, 3,10, 104, HURDLE, Hexham, 2m 0f 110y, Good to Soft, Good in places, 5, 7/2
0076628, 23/04/10, 2,14, 104, HURDLE, Bangor-on-Dee, 2m 1f 0y, Good, 5, 7/2
0076628, 26/03/10, 1,6, -, HURDLE, Sedgefield, 2m 1f 0y, Heavy, 5, 7/4
0076628, 09/03/10, 3,5, 74, FLAT, Southwell, 1m 3f 0y, Standard, 6, 8/1
0076628, 01/03/10, 5,5, 74, FLAT, Wolverhampton, 1m 0f 141y, Standard/Fast, 5, 25/1
0076628, 06/01/10,-,-, 999, JUMP, Hexham, -, -, 5,-
0076628, 04/01/10,-,-, 999, JUMP, Wetherby, 1m 0f 141y, -, 5, 7/1
0076628, 29/12/09,-,-, 999, JUMP, Musselburgh, -, -, 4,-
0076628, 28/12/09,-,-, 999, JUMP, Catterick, -, -, 4, 10/1
0076628, 08/12/09, 2,5, -, HURDLE, Sedgefield, 2m 1f 0y, Soft, Heavy in places, 5, 11/1
0076628, 25/11/09,-,-, -, HURDLE, Wetherby, 2m 0f 110y, Soft, Heavy in places, 5, 20/1
0076628, 15/10/08, 7,13, -, FLAT, Kempton Park, 1m 0f 0y, Standard, 4, 14/1
0076628, 30/09/08, 4,13, -, FLAT, Warwick, 0m 7f 26y, Good, 5, 66/1
0076628, 10/09/08, 9,11, -, FLAT, Kempton Park, 0m 7f 0y, Standard, 5, 16/1
0076558, 16/10/09, 3,13, 102, FLAT, Newmarket, 1m 2f 0y, Good, 1, 8/1
0076558, 16/09/09, 3,11, 102, FLAT, Yarmouth, 1m 2f 21y, Good to Firm, 1, 9/5
0076558, 12/08/09, 2,8, 102, FLAT, Salisbury, 1m 1f 198y, Good to Firm, 1, 4/1
0076558, 18/07/09, 5,8, 102, FLAT, Newmarket, 1m 4f 0y, Good, Good to Soft in places, 1, 5/2
0076558, 11/06/09, 1,9, 94, FLAT, Newbury, 1m 2f 6y, Good to Firm, Good in places, 1, 9/4
0076558, 21/05/09, 4,8, 94, FLAT, Goodwood, 1m 1f 192y, Good to Firm, Good in places, 1, 5/2
0076558, 01/11/08, 3,13, -, FLAT, Newmarket, 1m 0f 0y, Good to Soft, Soft in places, 1, 8/1
0076558, 22/09/08, 1,14, -, FLAT, Kempton Park, 0m 7f 0y, Standard, 4, 5/1
0076614, 05/09/10, 9,14, 55, FLAT, Dundalk, 1m 0f 0y, Standard, -, 20/1
0076614, 15/08/10, 14,14, 55, FLAT, Dundalk, 1m 0f 0y, Standard, -, 20/1
0076614, 21/04/09, 8,16, 59, FLAT, Limerick, 0m 7f 0y, Yielding, Soft in places., -, 8/1
0076614, 27/03/09, 5,13, -, FLAT, Dundalk, 0m 7f 0y, Standard, -, 16/1
0076614, 29/07/08, 5,13, -, FLAT, Galway, 0m 7f 0y, Good (Chase: Good to Firm), -, 66/1
0076614, 17/07/08, 9,14, -, FLAT, Fairyhouse, 0m 6f 0y, Good, -, 33/1
0076555, 15/11/08, 4,11, 76, FLAT, Great Leighs, 1m 0f 0y, Standard, 5, 9/4
0076555, 21/10/08, 4,12, -, FLAT, Yarmouth, 1m 0f 3y, Good, Good to Soft in places, 5, 9/4
0076555, 22/09/08, 3,14, -, FLAT, Kempton Park, 0m 7f 0y, Standard, 4, 7/2
0076555, 15/08/08, 5,12, -, FLAT, Kempton Park, 0m 7f 0y, Standard, 4, 8/1
0076563, 13/12/16, 9,12, 85, HURDLE, Catterick, 3m 1f 71y, Good to Soft (Good in places), 4, 14/1
0076563, 24/10/16,-,-, 85, HURDLE, Ayr, 3m 0f 70y, Good to Soft (Good in places), 5, 9/1
0076563, 18/07/16, 2,6, 77, HURDLE, Cartmel, 3m 1f 83y, Good (Good to Soft in places), 4, 12/1
0076563, 09/06/16, 9,13, 82, HURDLE, Uttoxeter, 2m 3f 207y, Good (Good to firm in few places, watering), 5, 8/1
0076563, 26/01/16,-,-, 85, HURDLE, Wetherby, 2m 3f 154y, Heavy (Soft in places), 5, 25/1
0076563, 15/01/16,-,-, 85, HURDLE, Sedgefield, 2m 3f 188y, -, 5, 12/1
0076563, 28/12/15, 10,11, 93, HURDLE, Catterick, 1m 7f 156y, Soft, 5, 28/1
0076563, 02/12/15,-,-, 96, HURDLE, Catterick, 2m 3f 66y, Good to Soft (Soft in places), 4, 50/1
0076563, 20/01/15, 7,8, 97, HURDLE, Wetherby, 2m 4f 110y, Soft, Good to Soft in places, 5, 6/1
0076563, 11/12/14, 12,14, 97, HURDLE, Newcastle, 2m 4f 0y, Soft, Heavy in places, 5, 15/2
0076563, 15/11/14, 2,6, 97, HURDLE, Uttoxeter, 2m 4f 110y, Heavy, Soft in places, 4, 7/2
0076563, 23/10/14, 4,14, 82, HURDLE, Carlisle, 2m 4f 0y, Soft, Good to Soft in places, 4, 7/4
0076563, 16/10/14, 1,11, 82, HURDLE, Uttoxeter, 2m 4f 110y, -, 5, 7/2
0076563, 10/09/14, 7,10, 89, HURDLE, Uttoxeter, 2m 0f 0y, Good, Good to Firm in places, 5, 33/1
0076563, 26/08/14, 10,13, 97, HURDLE, Sedgefield, 2m 1f 0y, Good, Good to Firm in places, 5, 40/1
0076563, 16/08/14, 8,8, 97, HURDLE, Market Rasen, 2m 1f 0y, Good (Watered), 5, 16/1
0076563, 22/07/14, 8,8, 102, HURDLE, Southwell, 2m 0f 0y, Good (Watered), 5, 6/1
0076563, 22/05/14, 2,10, 98, HURDLE, Wetherby, 2m 4f 0y, Good to Soft (Watered), 5, 6/1
0076563, 03/05/14, 4,7, 105, HURDLE, Hexham, 2m 0f 110y, Soft, 5, 11/10
0076563, 22/04/14, 6,7, 109, HURDLE, Kelso, 2m 4f 110y, Good, 4, 3/1
0076563, 12/04/14, 4,11, 111, HURDLE, Ayr, 2m 4f 0y, Good to Soft, Soft in places, 3, 8/1
0076563, 28/03/14, 6,7, 116, HURDLE, Wetherby, 2m 0f 110y, Good to Soft, Soft in places, 4, 10/1
0076563, 09/03/14, 6,9, 118, HURDLE, Market Rasen, 3m 0f 0y, Good to Soft, Good in places, 3, 25/1
0076563, 17/02/14,-,-, 120, JUMP, Carlisle, -, -, 3, 25/1
0076563, 16/02/14, 7,7, 120, HURDLE, Market Rasen, 2m 3f 0y, Soft, Good to Soft in places, 3, 25/1
0076563, 23/06/13, 5,8, 69, FLAT, Pontefract, 2m 1f 216y, Good, Good to Firm in places, 4, 12/1
0076563, 27/05/13, 8,9, 74, FLAT, Carlisle, 1m 3f 107y, Good to Firm, Firm in places, 4, 8/1
0076563, 27/04/13, 6,18, 120, HURDLE, Sandown Park, 2m 3f 110y, Good, 2, 12/1
0076563, 20/04/13, 1,11, 116, HURDLE, Ayr, 2m 4f 0y, Good, Good to Soft in places, 3, 13/2
0076563, 30/03/13, 3,19, 114, HURDLE, Haydock Park, 2m 4f 0y, Good to Soft, 2, 22/1
0076563, 23/03/13,-,-, 114, JUMP, Kelso, -, -, 4, 16/1
0076563, 03/03/13, 4,11, 115, HURDLE, Huntingdon, 2m 0f 110y, Good, Good to Soft in places, 4, 6/1
0076563, 02/02/13, 4,14, 116, HURDLE, Wetherby, 2m 0f 110y, Soft, Heavy in places, 4, 10/1
0076563, 17/01/13,-,-, 114, JUMP, Market Rasen, -, -, 4, 250/1
0076563, 17/01/13, 2,7, 115, HURDLE, Wincanton, 2m 0f 0y, Soft, Heavy in places, 3, 16/1
0076563, 22/03/12,-,-, 114, HURDLE, Cork, 3m 0f 0y, Good to Yielding, Yielding in places, -, 10/1
0076563, 18/02/12, 6,15, 115, HURDLE, Gowran Park, 2m 4f 0y, Soft, Soft/Heavy in places, -, 14/1
0076563, 29/01/12, 6,20, 116, HURDLE, Leopardstown, 2m 4f 0y, Soft, -, 14/1
0076563, 03/12/11,-,-, 117, HURDLE, Fairyhouse, 2m 4f 0y, Soft to Heavy, -, 6/1
0076563, 20/11/11, 5,14, 117, HURDLE, Punchestown, 2m 0f 0y, Soft, Soft/Heavy in places, -, 12/1
0076563, 23/10/11, 9,18, 80, FLAT, Galway, 1m 6f 0y, Heavy, -, 9/2
0076563, 02/10/11, 2,8, 113, HURDLE, Tipperary, 2m 4f 0y, Soft, -, 7/2
0076563, 15/09/11, 4,15, 80, FLAT, Listowel, 1m 6f 0y, Soft to Heavy, Heavy in places, -, 20/1
0076563, 15/05/11, 2,18, 109, HURDLE, Killarney, 2m 6f 0y, Good to Yielding, Yielding in places, -, 14/1
0076563, 21/04/11, 7,7, 83, FLAT, Clonmel, 2m 0f 110y, Good, Good to Firm in places, -, 8/1
0076563, 19/03/11, 8,14, 110, HURDLE, Gowran Park, 2m 4f 0y, Soft, -, 16/1
0076563, 19/02/11, 15,19, 111, HURDLE, Gowran Park, 2m 4f 0y, Heavy (Hurdles: Soft to Heavy), -, 5/1
0076563, 23/01/11, 4,19, 110, HURDLE, Leopardstown, 2m 4f 0y, Soft, -, 6/1
0076563, 09/01/11, 21,26, 112, HURDLE, Leopardstown, 2m 0f 0y, Soft, Soft/Heavy in places, -, 14/1
0076563, 24/11/10, 4,25, 112, HURDLE, Naas, 2m 0f 0y, Soft to Heavy, -, 7/1
0076642, 28/06/10, 7,10, 67, FLAT, Windsor, 1m 0f 67y, Good to Firm, 5, 20/1
0076642, 09/06/10, 6,12, 70, FLAT, Kempton Park, 1m 0f 0y, Standard, 5, 18/1
0076642, 20/05/10, 5,6, 72, FLAT, Southwell, 0m 7f 0y, Standard, 4, 16/1
0076642, 08/05/10, 13,13, 73, FLAT, Warwick, 0m 7f 26y, Good, 4, 50/1
0076642, 23/04/10, 9,10, 73, FLAT, Wolverhampton, 0m 7f 32y, Standard, 5, 16/1
0076642, 10/08/09, 1,11, 70, FLAT, Wolverhampton, 0m 7f 32y, Standard, 5, 9/2
0076642, 21/07/09, 2,9, -, FLAT, Ffos Las, 0m 6f 0y, Good, 5, 10/3
0076642, 13/10/08, 5,11, -, FLAT, Kempton Park, 0m 6f 0y, Standard, 4, 33/1
0076642, 19/09/08, 11,14, -, FLAT, Newmarket, 0m 7f 0y, Good to Firm, 4, 16/1
0076643, 04/11/09, 14,14, 62, FLAT, Kempton Park, 1m 0f 0y, Standard, 6, 33/1
0076643, 30/10/09, 7,8, 62, FLAT, Wolverhampton, 0m 7f 32y, Standard, 5, 33/1
0076643, 27/07/09, 9,14, 65, FLAT, Southwell, 0m 7f 0y, Standard, 6, 14/1
0076643, 11/07/09, 5,7, -, FLAT, York, 0m 7f 0y, Good to Firm, 4, 12/1
0076643, 09/06/09, 7,17, -, FLAT, Salisbury, 0m 6f 212y, Good to Firm, 5, 16/1
0076643, 19/04/09, 6,10, -, FLAT, Lingfield Park, 0m 6f 0y, Standard, 5, 40/1
0076573, 17/12/09, 10,10, 52, FLAT, Southwell, 1m 0f 0y, Standard, 6, 100/1
0076573, 05/12/09, 10,11, 55, FLAT, Southwell, 1m 6f 0y, Standard, 6, 50/1
0076573, 24/11/09, 5,11, 58, FLAT, Southwell, 1m 4f 0y, Standard, 5, 66/1
0076573, 20/04/09, 7,7, 61, FLAT, Pontefract, 1m 4f 0y, Firm, Good to Firm in places, 5, 20/1
0076573, 28/03/09, 11,13, -, FLAT, Doncaster, 1m 2f 0y, Good to Firm, Good in places, 5, 100/1
0076573, 24/10/08, 10,15, -, FLAT, Doncaster, 1m 0f 0y, Good, Good to Soft in places, 4, 22/1
0076573, 08/10/08, 5,11, -, FLAT, Nottingham, 1m 0f 75y, Soft, 5, 66/1
0076619, 23/10/09, 7,13, 50, FLAT, Wolverhampton, 0m 5f 216y, Standard, 6, 33/1
0076619, 23/09/09, 13,13, 55, FLAT, Kempton Park, 0m 7f 0y, Standard, 6, 25/1
0076619, 04/09/09, 6,8, 59, FLAT, Lingfield Park, 0m 5f 0y, Standard, 6, 10/1
0076619, 19/10/08, 9,13, -, FLAT, Fairyhouse, 0m 7f 0y, Soft to Heavy, -, 40/1
0076570, 17/01/13,-,-, 129, JUMP, Market Rasen, -, -, 3, 16/1
0076619, 28/09/08, 18,18, -, FLAT, Curragh, 0m 7f 0y, Yielding, -, 100/1
0076570, 08/12/12, 9,10, 130, HURDLE, Wetherby, 2m 0f 110y, Soft, Heavy in places, 3, 8/1
0076619, 14/09/08, 19,23, -, FLAT, Curragh, 0m 7f 0y, Heavy, -, 25/1
0076570, 19/10/12, 4,8, 130, HURDLE, Fakenham, 2m 7f 110y, Good to Soft, Good in places, 3, 9/2
0076570, 25/03/12,-,-, 130, HURDLE, Wincanton, 2m 4f 0y, Good to Firm, 3, 3/1
0076570, 13/11/11, 3,18, 126, HURDLE, Cheltenham, 2m 5f 0y, Good to Soft, Good in places, 3, 10/1
0076570, 26/10/11, 1,7, -, HURDLE, Haydock Park, 2m 0f 0y, Good, Good to Firm in places, 4, 13/8
0076570, 02/10/11, 1,12, -, HURDLE, Huntingdon, 2m 0f 110y, Good to Firm (Watered), 4, 12/1
0076570, 24/06/11, 11,12, 85, FLAT, Doncaster, 1m 6f 132y, Good to Firm, 4, 7/1
0076570, 10/06/11, 15,15, 85, FLAT, Sandown Park, 1m 2f 7y, Good, Good to Soft in places, 3, 16/1
0076570, 27/05/11, 2,7, 85, FLAT, Pontefract, 1m 4f 8y, Good to Firm, Good in places, 4, 4/1
0076570, 01/05/11, 11,12, 87, FLAT, Newmarket, 1m 4f 0y, Good to Firm, 2, 16/1
0076570, 22/05/10, 4,9, 88, FLAT, Goodwood, 1m 4f 0y, Good, Good to Firm in places, 2, 9/2
0076570, 10/05/10, 3,6, 88, FLAT, Brighton, 1m 3f 196y, Good, 3, 7/4
0076570, 27/04/10, 5,9, 90, FLAT, Nottingham, 1m 2f 50y, Firm, 3, 4/1
0076570, 18/03/10, 5,7, 91, FLAT, Wolverhampton, 1m 1f 103y, Standard, 3, 7/4
0076570, 04/03/10, 3,10, 81, FLAT, Wolverhampton, 1m 1f 103y, Standard, 3, 8/11
0076570, 16/04/09, 1,11, 83, FLAT, Newmarket, 1m 2f 0y, Good to Firm, 3, 4/1
0076570, 25/07/08, 1,10, -, FLAT, York, 0m 7f 0y, Good to Firm, 4, 11/1
0076658, 18/10/09, 5,18, 100, FLAT, Naas, 1m 0f 0y, Good to Yielding, -, 10/1
0076658, 04/10/09, 5,7, 100, FLAT, Tipperary, 0m 7f 100y, Good to Firm, Good in places, -, 12/1
0076658, 26/09/09, 10,12, 100, FLAT, Ascot, 0m 7f 0y, Good to Firm, 1, 8/1
0076658, 10/09/09, 3,11, 100, FLAT, Tipperary, 0m 7f 100y, Heavy, -, 9/1
0076658, 05/09/09, 4,7, 90, FLAT, Leopardstown, 1m 0f 0y, Good to Yielding, -, 33/1
0076658, 18/08/09, 1,15, 90, FLAT, Killarney, 1m 0f 100y, Good to Yielding, Good in places, -, 9/2
0076658, 06/08/09, 4,15, 94, FLAT, Leopardstown, 1m 0f 0y, Good to Yielding, Yielding in places, -, 3/1
0076658, 27/06/09, 2,14, 95, FLAT, Curragh, 1m 0f 0y, Yielding, -, 5/4
0076658, 18/06/09, 7,10, -, FLAT, Ascot, 1m 4f 0y, Good to Firm, 1, 16/1
0076658, 24/05/09, 14,16, -, FLAT, Curragh, 1m 0f 0y, Heavy, -, 25/1
0076658, 10/05/09, 8,8, -, FLAT, Leopardstown, 1m 0f 0y, Good, -, 6/1
0076658, 18/04/09, 3,5, -, FLAT, Naas, 1m 0f 0y, Yielding, Yielding to Soft in places, -, 11/4
0076588, 13/05/10, 13,17, 54, FLAT, Gowran Park, 1m 1f 100y, Good to Firm, -, 14/1
0076588, 17/04/10, 13,17, 54, FLAT, Naas, 1m 0f 0y, Good, Good to Yielding in places, -, 12/1
0076588, 12/10/09, 7,18, 56, FLAT, Curragh, 1m 0f 0y, Soft, Soft/Heavy in places, -, 10/1
0076588, 10/09/09, 4,16, 56, FLAT, Tipperary, 1m 1f 0y, Heavy, -, 9/1
0076588, 16/08/09, 9,14, 57, FLAT, Curragh, 1m 2f 0y, Yielding, Soft in places., -, 25/1
0076588, 06/08/09, 17,19, 58, FLAT, Leopardstown, 1m 0f 0y, Good to Yielding, Yielding in places, -, 12/1
0076588, 21/07/09, 5,15, 59, FLAT, Ballinrobe, 1m 1f 0y, Yielding to Soft, -, 7/1
0076588, 15/06/09, 13,15, 59, FLAT, Ballinrobe, 1m 1f 0y, Good to Firm, Firm in places, -, 9/2
0076588, 21/05/09, 1,14, 53, FLAT, Clonmel, 1m 2f 0y, Heavy, -, 11/2
0076588, 07/05/09, 1,14, 49, FLAT, Clonmel, 1m 2f 0y, Good to Yielding (Chase - Good, Good to Yielding in places), -, 8/1
0076588, 12/04/09, 3,14, 49, FLAT, Cork, 1m 0f 110y, Soft, -, 12/1
0076588, 20/09/08, 9,14, 52, FLAT, Dundalk, 0m 7f 0y, Standard, -, 14/1
0076588, 28/08/08, 4,8, -, FLAT, Bellewstown, 1m 0f 0y, Good to Yielding, Good in places, -, 33/1
0076588, 29/07/08, 10,13, -, FLAT, Galway, 0m 7f 0y, Good (Chase: Good to Firm), -, 40/1
0076588, 16/07/08, 12,12, -, FLAT, Leopardstown, 1m 0f 0y, Good, -, 12/1
0076657, 13/02/10, 7,7, 77, FLAT, Lingfield Park, 0m 6f 0y, Standard, 4, 12/1
0076657, 10/09/09, 6,6, 77, FLAT, Epsom Downs, 0m 6f 0y, Good to Firm, Good in places, 4, 2/1
0076657, 31/08/09, 1,9, 70, FLAT, Epsom Downs, 0m 6f 0y, Good (5F Course Good to Firm in Places), 5, 14/1
0076657, 14/04/09, 7,7, 74, FLAT, Yarmouth, 0m 5f 0y, Good, 3, 10/1
0076657, 27/02/09, 3,6, 74, FLAT, Lingfield Park, 0m 6f 0y, Standard, 4, 10/3
0076657, 31/01/09, 1,6, -, FLAT, Lingfield Park, 0m 5f 0y, Standard, 5, 8/15
0076657, 16/01/09, 2,6, -, FLAT, Lingfield Park, 0m 5f 0y, Standard, 5, 4/6
0076657, 22/12/08, 2,9, -, FLAT, Lingfield Park, 0m 6f 0y, Standard, 5, 8/1
0076585, 29/07/10, 11,15, 84, FLAT, Galway, 0m 7f 0y, Good to Firm, -, 20/1
0076585, 30/06/10, 5,11, 86, FLAT, Fairyhouse, 0m 7f 0y, Good to Firm, -, 14/1
0076585, 26/06/10, 19,20, 86, FLAT, Curragh, 0m 7f 0y, Good to Firm, -, 10/1
0076585, 22/05/10, 9,25, 88, FLAT, Curragh, 1m 0f 0y, Good to Firm, -, 20/1
0076585, 09/04/10, 10,12, 88, FLAT, Dundalk, 0m 7f 0y, Standard, -, 16/1
0076585, 16/10/09, 13,14, 89, FLAT, Dundalk, 0m 7f 0y, Standard, -, 6/1
0076585, 27/09/09, 2,14, 73, FLAT, Curragh, 0m 7f 0y, Good (Round Course;Straight Course;Good to Yielding), -, 40/1
0076585, 15/09/09, 6,12, 73, FLAT, Listowel, 1m 0f 0y, Soft, -, 7/1
0076585, 08/09/09, 1,14, 67, FLAT, Dundalk, 0m 7f 0y, Standard, -, 8/1
0076585, 29/08/09, 7,13, 68, FLAT, Dundalk, 0m 6f 0y, Standard, -, 6/1
0076585, 16/08/09, 9,23, 70, FLAT, Curragh, 0m 7f 0y, Yielding, Soft in places., -, 10/1
0076585, 19/07/09, 5,18, 72, FLAT, Fairyhouse, 0m 7f 0y, Soft, Soft/Heavy in places, -, 7/1
0076585, 08/07/09, 10,15, -, FLAT, Naas, 0m 7f 0y, Yielding, -, 3/1
0076585, 19/06/09, 2,14, -, FLAT, Limerick, 0m 6f 160y, Good, -, 9/1
0076585, 07/08/08, 6,15, -, FLAT, Tipperary, 0m 5f 0y, Soft, Heavy in places, -, 16/1
0076634, 25/09/09, 1,17, 78, FLAT, Ascot, 1m 0f 0y, Good, Good to Firm in places, 4, 9/1
0076634, 11/09/09, 4,10, 80, FLAT, Sandown Park, 1m 0f 14y, Good to Firm, Good in places, 3, 16/1
0076634, 29/08/09, 7,12, 80, FLAT, Newmarket, 0m 7f 0y, Good, Good to Firm in places, 3, 12/1
0076634, 29/07/09, 4,7, 80, FLAT, Redcar, 1m 0f 0y, Good to Firm, 4, 5/2
0076634, 11/07/09, 4,12, 77, FLAT, Salisbury, 1m 0f 0y, Soft, 4, 5/2
0076634, 25/06/09, 1,6, 75, FLAT, Leicester, 1m 0f 60y, Good to Firm, Firm in places, 5, 2/1
0076634, 13/06/09, 6,12, 77, FLAT, Sandown Park, 1m 1f 0y, Good, Good to Soft in places on the round course, 3, 16/1
0076634, 06/10/08, 1,10, -, FLAT, Warwick, 0m 7f 26y, Soft, 5, 5/4
0076634, 19/09/08, 5,18, -, FLAT, Newmarket, 0m 6f 0y, Good to Firm, 4, 14/1
0076649, 06/08/12, 11,12, 69, FLAT, Kempton Park, 1m 0f 0y, Standard/Slow, 5, 9/1
0076649, 19/07/12,-,-, 69, FLAT, Leicester, -, -, 4, 66/1
0076649, 18/06/12, 9,11, 72, FLAT, Windsor, 1m 0f 67y, Good to Soft, 4, 25/1
0076649, 02/05/12,-,-, 72, FLAT, Ascot, -, -, 4, 20/1
0076649, 01/02/12, 10,10, 73, FLAT, Kempton Park, 1m 2f 0y, Standard, 5, 12/1
0076629, 03/10/10, 4,12, 98, HURDLE, Huntingdon, 2m 0f 110y, Good, 4, 11/1
0076578, 01/04/09, 12,19, -, HURDLE, Gowran Park, 3m 0f 0y, Yielding, Good in places, -, 50/1
0076649, 18/01/12, 4,12, 75, FLAT, Kempton Park, 1m 0f 0y, Standard, 5, 9/1
0076629, 05/09/10, 1,14, 95, HURDLE, Worcester, 2m 0f 0y, Good, Good to Firm in places, 4, 14/1
0076649, 19/12/11, 2,9, 75, FLAT, Wolverhampton, 1m 0f 141y, Standard, 5, 7/4
0076578, 16/11/08, 15,22, -, HURDLE, Punchestown, 2m 4f 0y, Heavy, -, 33/1
0076629, 19/08/10, 5,10, 96, HURDLE, Fontwell Park, 2m 2f 110y, Good, Good to Firm in places, 4, 25/1
0076649, 05/12/11, 5,12, 75, FLAT, Lingfield Park, 1m 0f 0y, Standard, 5, 13/2
0076629, 18/04/10, 4,16, 97, HURDLE, Wincanton, 2m 0f 0y, Good to Firm, Good in places, 4, 33/1
0076578, 22/08/08, 9,14, -, HURDLE, Kilbeggan, 2m 0f 0y, Soft, Soft/Heavy in places, -, 16/1
0076649, 24/11/11, 2,14, 75, FLAT, Kempton Park, 1m 0f 0y, Standard, 5, 13/2
0076629, 19/03/10, 3,9, -, HURDLE, Fakenham, 2m 0f 0y, Good, Good to Firm in places, 4, 50/1
0076649, 26/10/11, 3,11, 73, FLAT, Kempton Park, 1m 0f 0y, Standard, 5, 7/1
0076629, 16/12/09, 8,12, -, HURDLE, Newbury, 2m 0f 110y, Soft, 4, 199/1
0076649, 06/10/11, 11,12, 76, FLAT, Wolverhampton, 1m 0f 141y, Standard, 4, 7/1
0076629, 04/11/09,-,-, -, HURDLE, Warwick, 2m 0f 0y, Good, 4, 25/1
0076649, 09/09/11, 4,13, 76, FLAT, Sandown Park, 1m 0f 14y, Good (Sprint Course: Good to Soft in places), 4, 16/1
0076649, 31/07/10, 10,15, 77, FLAT, Goodwood, 1m 1f 0y, Good (Round Course;Good to Firm,Good in places), 3, 5/1
0076629, 22/03/09, 5,8, 75, FLAT, Southwell, 0m 7f 0y, Standard, 5, 6/1
0076649, 22/05/10, 3,9, 77, FLAT, Haydock Park, 1m 0f 30y, Good to Firm, 4, 5/2
0076629, 25/02/09, 5,7, 77, FLAT, Kempton Park, 0m 7f 0y, Standard, 4, 7/2
0076649, 03/05/10, 2,9, -, FLAT, Windsor, 1m 0f 67y, Soft, Good to Soft in places, 5, 11/4
0076629, 31/01/09, 1,11, 73, FLAT, Lingfield Park, 0m 7f 0y, Standard, 5, 9/2
0076649, 21/12/09, 2,10, -, FLAT, Kempton Park, 0m 7f 0y, Standard, 6, 5/4
0076629, 15/11/08, 15,15, -, FLAT, Great Leighs, 1m 0f 0y, Standard, 4, 13/2
0076649, 28/11/09, 2,9, -, FLAT, Lingfield Park, 1m 0f 0y, Standard, 5, 9/1
0076629, 07/10/08, 4,13, -, FLAT, Folkestone, 0m 7f 0y, Soft, 5, 2/1
0076629, 11/09/08,-,-, 999, FLAT, Chepstow, 0m 7f 16y, -, -,-
0076629, 16/08/08, 5,10, -, FLAT, Newmarket, 0m 6f 0y, Good, Good to Firm in places, 4, 5/1
0076441, 14/02/14,-,-, -, FLAT, Chantilly, 1m 1f 97y, Good, -, 16/1
0076441, 08/02/12,-,-, -, FLAT, Cagnes-Sur-Mer, 1m 4f 94y, Soft, -, 10/1
0076441, 23/01/12, 3,10, -, FLAT, Cagnes-Sur-Mer, 1m 3f 204y, Soft, -, 10/1
0076441, 03/10/10, 7,8, -, FLAT, Longchamp, 2m 3f 194y, Soft, -, 16/1
0076441, 23/08/10, 1,9, -, FLAT, Clairefontaine, 1m 6f 91y, Soft, -, 11/10
